Date,AAA,AA,A,BBB,NFAAA,NFAA,NFA,NFBBB,EAFIN,iBoxx € Financials Germany,iBoxx € Financials France,iBoxx € Financials Italy,iBoxx € Financials Spain,EANFINF,iBoxx € Non-Financials Germany,iBoxx € Non-Financials France,iBoxx € Non-Financials Italy,iBoxx € Non-Financials Spain,5y DE gov bond CDS,5y FR gov bond CDS,5y IT gov bond CDS,5y ES gov bond CDS,5y NL gov bond CDS,10y DE gov bond CDS,10y FR gov bond CDS,10y IT gov bond CDS,10y ES gov bond CDS,10y NL gov bond CDS,EABANKBOND,EA bank bond yield senior,EA bank bond yield subordinated,ES_bankbond_IG,EA implied bond market volatility,EA implied stock market volatility,USD/EUR exchange rate,Nominal Effective Exchange Rate (NEER),Dow Jones Euro Stoxx (broad) index,Dow Jones Euro Stoxx Bank Index,Dow Jones Euro Stoxx Utilities sector Index,Dow Jones Euro Stoxx Insurance Index,DOIS2Ydy,DILS2Ydy,DLOGSTOXXdy
1999-04-21,3.816020635,4.398877118,4.451614554,4.30948148,NA,4.187650515,4.487663385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.356794831,4.320277214,4.529119187,NA,5.07,24.3,1.0581,96.6108615642,317.16,282.29,297.4,335.17,NA,NA,NA
1999-04-22,3.811871071,4.393433628,4.454482559,4.289850145,NA,4.184853545,4.481675343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.351653427,4.313542758,4.531803641,NA,4.8,25.39,1.0634,96.8107557634,315.69,282.91,296.75,331.23,NA,NA,NA
1999-04-23,3.82347404,4.410704396,4.473510012,4.308468306,NA,4.206717838,4.505265141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.368999385,4.330536803,4.55063171,NA,4.86,25.03,1.0614,96.5560851366,316.97,283.22,297.29,332.21,NA,NA,NA
1999-04-26,3.811241752,4.39563628,4.460072095,4.286646672,NA,4.179285763,4.473891542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.354518082,4.317178331,4.53058401,NA,4.86,21.96,1.063,96.7813973762,323.2,289.02,300.38,340.23,NA,NA,NA
1999-04-27,3.813793862,4.411825087,4.478143971,4.312280966,NA,4.195597374,4.486764598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.370328572,4.332731489,4.54747892,NA,4.94,21.87,1.0666,96.9010964426,322.23,288.36,299.29,344.01,NA,NA,NA
1999-04-28,3.789414424,4.391504144,4.455244406,4.271025507,NA,4.165090246,4.451727803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.349537376,4.313455622,4.51949106,NA,4.76,21.87,1.0604,96.5459587665,321.66,287.06,299.11,342.96,NA,NA,NA
1999-04-29,3.814862664,4.409716791,4.428931248,4.311778915,NA,4.178500102,4.48101552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.364423793,4.325656313,4.546978639,NA,4.83,22.53,1.0597,96.5325518693,323.37,286.71,299.17,345.23,NA,NA,NA
1999-04-30,3.801624042,4.395352102,4.507513037,4.338104732,NA,4.21352546,4.419783458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.378736862,4.33489089,4.580193292,NA,4.83,22.62,1.0589,96.4772596806,324.69,288.61,302.37,347.34,NA,NA,NA
1999-05-03,3.821332747,4.419558229,4.554328824,4.34328947,NA,4.263766471,4.458728152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.404930377,4.356440386,4.628917759,NA,4.83,21.61,1.0564,96.4310850434,324.61,287.48,298.51,346.56,NA,NA,NA
1999-05-04,3.831142243,4.431944883,4.570068913,4.377817823,NA,4.287984889,4.477189489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.418438714,4.369270551,4.645643494,NA,5.46,24.11,1.0667,96.8881783814,320.28,284.06,296.87,341.28,NA,NA,NA
1999-05-05,3.865713208,4.463366254,4.604682878,4.364547115,NA,4.316253818,4.507730186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.449329762,4.398163253,4.68559139,NA,5.72,24.39,1.0799,97.721774428,319.02,282.51,296.59,332.63,NA,NA,NA
1999-05-06,3.8439443,4.450467125,4.596637144,4.331722492,NA,4.312608277,4.491410526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.435090606,4.382101727,4.680317601,NA,5.71,25.21,1.0786,97.669932491,318.13,283.89,296.96,330.38,NA,NA,NA
1999-05-07,3.866131653,4.479529429,4.627648252,4.352756311,NA,4.328501766,4.523407833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46529575,4.41287311,4.707438934,NA,5.81,23.76,1.0735,97.390636822,318.58,283.19,300.68,328.45,NA,NA,NA
1999-05-10,3.867187501,4.487108685,4.634213207,4.352525858,NA,4.341365217,4.523194194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.473879967,4.418890775,4.72753499,NA,5.66,24.9,1.0732,97.4101569566,319.41,283.14,307.14,325.27,NA,NA,NA
1999-05-11,3.867432528,4.488223617,4.632301972,4.334873144,NA,4.323980066,4.51670337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.474807106,4.420680536,4.724468962,NA,5.65,25.08,1.0645,96.8681300496,317.77,281.54,305.3,322.13,NA,NA,NA
1999-05-12,3.866489842,4.488019115,4.631851606,4.334634922,NA,4.323896063,4.516703772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.474461139,4.420306446,4.724224846,NA,5.65,25.08,1.0622,96.7958817092,319.34,282.97,307,322.53,NA,NA,NA
1999-05-13,3.941640826,4.562470685,4.723414906,4.425047196,NA,4.424977441,4.601701779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.546751216,4.492645342,4.795536361,NA,5.86,23.95,1.0676,97.2314444653,314.89,278.37,305.14,314.93,NA,NA,NA
1999-05-14,3.939007437,4.556836996,4.709904119,4.4266509020000004,NA,4.424261015,4.603664819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54204224,4.485413048,4.803077597,NA,7.25,27.42,1.0685,97.3619316324,309.34,273.72,299.26,309.94,NA,NA,NA
1999-05-17,3.920446778,4.53852345,4.692703899,4.403430628,NA,4.399919994,4.581997495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52518499,4.468112358,4.788892175,NA,7.99,27.71,1.069,97.3622732299,312.29,275.27,300.98,316.55,NA,NA,NA
1999-05-18,3.939908443,4.556499603,4.69429623,4.451524864,NA,4.418115085,4.609809784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.541482428,4.486426068,4.794915882,NA,5.92,24.02,1.0634,97.1601366959,316.2,280.96,302.99,320.75,NA,NA,NA
1999-05-19,3.930031577,4.53710165,4.670404153,4.440347543,NA,4.407332771,4.597442718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.522002894,4.466930966,4.776215432,NA,6.7,23.74,1.0639,97.2463618322,318.86,282.27,303.81,326.75,NA,NA,NA
1999-05-20,3.905761053,4.517414429,4.639589508,4.439059772,NA,4.3911447,4.571272448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.501864842,4.445905159,4.76051546,NA,6.7,21.57,1.0572,96.837574371,319.68,281.24,302.66,326.48,NA,NA,NA
1999-05-21,3.902970289,4.516837496,4.638247389,4.43849437,NA,4.390894458,4.571329682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.500860659,4.444816317,4.759815648,NA,6.7,22.85,1.0585,96.9753876847,318.51,280.48,302.46,325.51,NA,NA,NA
1999-05-24,3.885908492,4.503967442,4.624417245,4.380022585,NA,4.379745496,4.551603099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.487715522,4.435730901,4.727276822,NA,5.04,25.47,1.0627,97.1661207762,315.22,277.44,299.52,318.94,NA,NA,NA
1999-05-25,3.876689564,4.503222859,4.632378399,4.43371061,NA,4.364070227,4.55930409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.486453016,4.432726673,4.734206032,NA,4.96,23.79,1.0535,96.5314793182,315.46,276.18,297.81,319.4,NA,NA,NA
1999-05-26,3.932260683,4.541845447,4.669671865,4.495355483,NA,4.406711138,4.601601078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.526757823,4.472572121,4.776186473,NA,5.15,25.63,1.0473,96.1226788166,311.19,271.77,291.86,314.55,NA,NA,NA
1999-05-27,3.961648808,4.569454988,4.675903972,4.475396446,NA,4.427939884,4.618252231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.553108719,4.501332124,4.791053465,NA,5.08,22.46,1.0479,96.0360344766,311.49,270.76,292.3,311.57,NA,NA,NA
1999-05-28,3.955269989,4.58895131,4.685211804,4.534651416,NA,4.436322849,4.628849469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.571835743,4.521282871,4.802346083,NA,5.2,22.99,1.0456,96.0360344766,313.03,271.25,292.94,311.5,NA,NA,NA
1999-05-31,4.199521849,4.747537982,4.844439918,4.634802393,NA,4.522297651,4.719330822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.701898309,4.608150858,5.006692622,NA,5.53,24.19,1.0434,95.6724939001,311.44,270.38,292.13,310,NA,NA,NA
1999-06-01,4.267282966,4.79549542,4.889383658,4.698551304,NA,4.571784337,4.761283353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.747003397,4.65453151,5.047203101,NA,5.85,24.6,1.0382,95.2126345017,311.72,270.18,293.65,309.79,NA,NA,NA
1999-06-02,4.266684934,4.795446873,4.888954557,4.698485989,NA,4.571789174,4.76136961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.746758066,4.654233988,5.047087813,NA,5.89,20.57,1.0382,95.2530131922,314.33,271.81,296.29,311.99,NA,NA,NA
1999-06-03,4.268514188,4.808006179,4.910412681,4.709655935,NA,4.592735403,4.777421065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.756123385,4.661111037,5.064709173,NA,5.68,22.94,1.0315,94.7605905187,315.96,273.82,296.33,313.88,NA,NA,NA
1999-06-04,4.242865098,4.782665812,4.886668576,4.708353003,NA,4.558978711,4.744743337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.732886962,4.638945623,5.038167119,NA,5.73,22.09,1.0316,94.6671168618,319.54,276.16,296.79,315.35,NA,NA,NA
1999-06-07,4.236845307,4.775246653,4.877493838,4.657701628,NA,4.553058651,4.734774188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.724213638,4.628069661,5.036795995,NA,5.72,22.11,1.0385,95.2711551148,319.95,275.63,300.1,316.36,NA,NA,NA
1999-06-08,4.255275075,4.787899925,4.894543785,4.669978669,NA,4.567169672,4.74931164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.735043034,4.637609941,5.051655032,NA,5.77,20.38,1.0466,95.5700076928,321.38,276.87,301.17,317.85,NA,NA,NA
1999-06-09,4.354038502,4.89268561,5.011254231,4.788369414,NA,4.674686441,4.855664322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84187475,4.741206593,5.167710949,NA,6.19,20.37,1.0474,95.6328790183,318.63,272.83,297.86,312.18,NA,NA,NA
1999-06-10,4.353143321,4.888563292,5.001125216,4.820088691,NA,4.66969872,4.854334023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.838758302,4.739321457,5.160866278,NA,6.31,20.87,1.0474,95.4711202145,321.38,274.91,299.41,314.35,NA,NA,NA
1999-06-11,4.348314925,4.881669931,4.989244908,4.820073506,NA,4.655639175,4.845625872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.832778662,4.735784206,5.146584586,NA,6.26,19.35,1.0437,95.2862137282,319.65,272.16,297.59,312.37,NA,NA,NA
1999-06-14,4.333541824,4.859255559,4.96024073,4.805298082,NA,4.635529966,4.824102277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.812810136,4.717497825,5.120971524,NA,6.18,20.2,1.0392,95.1769323838,321.48,275.46,299.17,315.02,NA,NA,NA
1999-06-15,4.310471553,4.833218697,4.934050854,4.788250822,NA,4.604402151,4.798446572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78787561,4.692107995,5.098408606,NA,5.98,18.33,1.0345,94.889426588,324.35,276.54,299.41,317.88,NA,NA,NA
1999-06-16,4.29322477,4.804220682,4.900597163,4.766666107,NA,4.575670901,4.774329596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.760975442,4.667771197,5.063568151,NA,5.61,18.51,1.034,94.7374377878,325.85,277.73,302.29,318.18,NA,NA,NA
1999-06-17,4.272165542,4.801536999,4.896730392,4.757560832,NA,4.570749374,4.764008975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.755743196,4.660300251,5.065788075,NA,5.58,18.74,1.0388,95.0277165635,326.91,279.71,302.93,319.69,NA,NA,NA
1999-06-18,4.333470468,4.860116814,4.971307568,4.808655662,NA,4.635173299,4.844592872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.815021984,4.717595335,5.131263735,NA,6.21,19.55,1.0339,94.936329472,330.49,280.9,304.92,328.56,NA,NA,NA
1999-06-21,4.389764249,4.921147859,5.033805849,4.900060869,NA,4.696521365,4.905571789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875825902,4.775433357,5.202165731,NA,6.33,18.76,1.0313,94.936329472,329.57,279.3,304.26,327.97,NA,NA,NA
1999-06-22,4.449644396,4.999533293,5.113968225,4.994326874,NA,4.77856293,4.975143663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.955405697,4.851357646,5.293282809,NA,6.8,16.68,1.028,94.6499925244,326.6,277.47,302.55,322.87,NA,NA,NA
1999-06-23,4.551958857,5.094137466,5.216965213,5.09497615,NA,4.8956075,5.08800405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.048721754,4.942212778,5.393501767,NA,7.14,16.3,1.0321,94.9267709323,323.51,275.34,301.46,318.7,NA,NA,NA
1999-06-24,4.556594444,5.075802063,5.19053813,5.059189624,NA,4.862773419,5.062969169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.029217967,4.923575019,5.371982587,NA,6.58,22.62,1.0443,95.6557266841,321.52,275.4,299.85,317.38,NA,NA,NA
1999-06-25,4.515331516,5.075531849,5.182512492,5.076925403,NA,4.869624596,5.071758581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.027867613,4.924623363,5.362599657,NA,7.15,20.23,1.0388,95.3232255286,323.18,276.2,303.22,318.12,NA,NA,NA
1999-06-28,4.505124995,5.055030784,5.167272975,5.046894241,NA,4.846721177,5.054111564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.011912643,4.910292303,5.341627977,NA,6.93,19.45,1.0364,95.1127956817,324.34,277.52,305.99,318.52,NA,NA,NA
1999-06-29,4.532349441,5.062351238,5.15944735,5.042946213,NA,4.845295313,5.053964447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.019243589,4.915788387,5.355012493,NA,6.88,20.1,1.0328,94.9697089043,324.34,277.92,308.39,314.86,NA,NA,NA
1999-06-30,4.532934348,5.100447605,5.244859442,5.078458121,NA,4.882929888,5.037275401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.057740414,4.939317425,5.416553888,NA,7.37,19.32,1.0264,94.4038317163,329.82,282.65,309.26,324.98,NA,NA,NA
1999-07-01,4.540556476,5.123618859,5.269295447,5.072771883,NA,4.910747596,5.058471117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.081562625,4.960882175,5.447959994,NA,7.15,18.94,1.0241,94.2943861802,331.34,282.61,309.04,328.48,NA,NA,NA
1999-07-02,4.549786726,5.143093807,5.288311698,5.064998007,NA,4.91657947,5.070040049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.099173537,4.976328981,5.47172942,NA,6.92,18.63,1.0232,94.2943861802,336.86,286.26,313.95,332.83,NA,NA,NA
1999-07-05,4.614968868,5.204496035,5.359967848,5.140925239,NA,4.984788522,5.138082761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.163009821,5.038137646,5.541799037,NA,7.41,18.56,1.0221,94.3192601174,336.53,284.92,313.08,329.14,NA,NA,NA
1999-07-06,4.676507994,5.262933373,5.42344914,5.184397635,NA,5.051432693,5.204487203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.220758964,5.093770943,5.606099923,NA,7.43,19.2,1.0222,94.4763395125,335.07,283,311.99,329.95,NA,NA,NA
1999-07-07,4.773002192,5.283023626,5.442843161,5.269204343,NA,5.07885396,5.245773026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24362946,5.119099463,5.620913561,NA,7.79,17.73,1.0182,94.2547107477,334.91,285.49,310.24,326.27,NA,NA,NA
1999-07-08,4.75879353,5.256770601,5.401593555,5.247042894,NA,5.060211493,5.216895325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.219252763,5.098052011,5.586054819,NA,7.55,18.02,1.0204,94.5063388579,336.91,289.33,309.85,329.35,NA,NA,NA
1999-07-09,4.735275839,5.235837598,5.383142487,5.231177302,NA,5.029024289,5.207536185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.199868827,5.080706627,5.561354788,NA,7.69,18.33,1.0124,93.9845016983,337.5,288.73,309.16,331.36,NA,NA,NA
1999-07-12,4.647027693,5.168949219,5.307177615,5.123242451,NA,4.958599353,5.144814275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13012518,5.01208795,5.487759324,NA,7.71,19.15,1.0183,94.2587773393,332.71,282.31,306.06,325.62,NA,NA,NA
1999-07-13,4.652578498,5.176241085,5.315324279,5.137418284,NA,4.964475696,5.148873535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.137066116,5.018271586,5.497123974,NA,7.35,18.41,1.0168,94.1392048129,334.2,284.23,305.15,327.25,NA,NA,NA
1999-07-14,4.769887819,5.273889116,5.430884132,5.20689671,NA,5.094218897,5.272543971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.237742791,5.113953465,5.613956819,NA,7.78,17.16,1.0201,94.2727074292,337.19,286.13,306.61,326.99,NA,NA,NA
1999-07-15,4.764601617,5.257001988,5.368724326,5.255425774,NA,5.075965335,5.260564313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.221828861,5.100373829,5.591141812,NA,7.79,16.88,1.0202,94.2449399461,336.31,285.54,304.89,325.85,NA,NA,NA
1999-07-16,4.780958618,5.280499712,5.386518471,5.304518797,NA,5.08060176,5.281928312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.243463924,5.123375722,5.608362874,NA,7.82,16.21,1.0146,93.9041668644,336.14,286.58,303.2,326.11,NA,NA,NA
1999-07-19,4.707914586,5.217596648,5.327634726,5.226539064,NA,5.015053448,5.214143671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18085517,5.062279697,5.541152089,NA,7.65,18.17,1.041,95.4349655712,329.59,281.65,301.02,318.29,NA,NA,NA
1999-07-20,4.631124455,5.159122157,5.278314879,5.119409544,NA,4.968715355,5.147136486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.121932678,5.003163768,5.483235163,NA,7.49,19.29,1.0462,95.9539454518,325.16,277.43,299.1,314.52,NA,NA,NA
1999-07-21,4.653548445,5.187071974,5.316368253,5.087792188,NA,4.990636446,5.169858714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14325749,5.022613029,5.509489462,NA,7.52,21.26,1.0499,96.1001039312,322.18,273.74,299.22,311.56,NA,NA,NA
1999-07-22,4.680451287,5.219086119,5.352436743,5.162035972,NA,5.029266323,5.210883433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.174306098,5.052578418,5.544156024,NA,7.5,19.6,1.0496,95.8698833934,318.89,270.22,295.99,307.03,NA,NA,NA
1999-07-23,4.689529561,5.231211188,5.338440339,5.147080511,NA,5.044942202,5.221771279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.187781493,5.061084645,5.573135948,NA,7.57,22.41,1.0698,97.1831348482,314.39,264.05,290.29,303.59,NA,NA,NA
1999-07-26,4.697648494,5.246279138,5.344437868,5.173197047,NA,5.052162352,5.233194615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.201275225,5.075168978,5.584267302,NA,7.16,20.61,1.0627,96.7170136607,315.43,264.79,291.33,303.45,NA,NA,NA
1999-07-27,4.707305455,5.257156799,5.349490167,5.188718081,NA,5.066398234,5.243922705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.214018694,5.089082076,5.59349016,NA,7.13,20.05,1.0603,96.5571836776,315.78,264.79,290.18,304.76,NA,NA,NA
1999-07-28,4.799298107,5.329367395,5.421408809,5.293391553,NA,5.145587344,5.324821232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.287766835,5.159764334,5.676939745,NA,7.49,19.96,1.068,96.806226215,307.83,258.59,282.3,296.18,NA,NA,NA
1999-07-29,4.864085156,5.375779398,5.485964349,5.399966003,NA,5.210215977,5.386064116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.335444604,5.210089237,5.715118302,NA,7.34,19.8,1.0694,96.6530006732,312.35,261.03,288.16,299.44,NA,NA,NA
1999-07-30,4.840698175,5.450845805,5.589825888,5.512693583,5.412237062,5.254239611,5.450955875,6.110718513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.431501502,5.290051621,5.809507745,NA,7.79,23.38,1.0665,96.4049703733,311.78,260.85,288.62,298.91,NA,NA,NA
1999-08-02,4.857404348,5.458085751,5.599745325,5.51420432,5.42328934,5.267962187,5.463127794,6.116708991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.439637314,5.297732452,5.819179161,NA,7.78,21.09,1.0645,96.4264793509,310.42,259.09,286.33,297.48,NA,NA,NA
1999-08-03,4.847148518,5.451626435,5.623727954,5.507255026,5.413616366,5.266519794,5.454362339,6.105548612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.432914782,5.288541975,5.820115052,NA,8.16,22.52,1.0761,97.0367878268,309.43,259.1,287.3,296.23,NA,NA,NA
1999-08-04,4.9235194,5.5311975350000004,5.702640885,5.557198792,5.461974081,5.356696589,5.537214293,6.165729612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.511083031,5.365858692,5.900111993,NA,8.68,27.26,1.0791,97.0367878268,302.89,254.47,282.54,289.3,NA,NA,NA
1999-08-05,4.984346585,5.587967723,5.76204447,5.592735567,5.462063186,5.430421051,5.607331688,6.232911926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.562243649,5.415436659,5.956677324,NA,8.62,27.85,1.074,97.0528905537,303.75,254.59,280.04,288.96,NA,NA,NA
